"","country","region","category","sex","year","homicide_rate"
"382","Spain","Europe","Intimate partner or family member","Male",2021,0.0214853021411436
"383","France","Europe","Intimate partner or family member","Male",2021,0.0705236002259448
"384","United Kingdom (England and Wales)","Europe","Intimate partner or family member","Male",2021,0.0616917164167518
"385","United Kingdom (Northern Ireland)","Europe","Intimate partner or family member","Male",2021,0
"386","United Kingdom (Scotland)","Europe","Intimate partner or family member","Male",2021,0.0374172797487953
"387","Greece","Europe","Intimate partner or family member","Male",2021,0.0390862647543321
"388","Grenada","Americas","Intimate partner or family member","Male",2021,1.60368205399597
"389","Guatemala","Americas","Intimate partner or family member","Male",2021,0
"390","Guyana","Americas","Intimate partner or family member","Male",2021,2.28637915025449
"391","China, Hong Kong Special Administrative Region","Asia","Intimate partner or family member","Male",2021,0.0289301458484373
"392","Honduras","Americas","Intimate partner or family member","Male",2021,0.0192652132090778
"393","Croatia","Europe","Intimate partner or family member","Male",2021,0
"394","Hungary","Europe","Intimate partner or family member","Male",2021,0.0644567456562599
"395","Iceland","Europe","Intimate partner or family member","Male",2021,0
"396","Italy","Europe","Intimate partner or family member","Male",2021,0.0277073002190227
"397","Jamaica","Americas","Intimate partner or family member","Male",2021,0.0712782760921258
"398","Jordan","Asia","Intimate partner or family member","Male",2021,0
"399","Saint Kitts and Nevis","Americas","Intimate partner or family member","Male",2021,0
"400","Saint Lucia","Americas","Intimate partner or family member","Male",2021,1.12435349673937
"401","Lithuania","Europe","Intimate partner or family member","Male",2021,0.0764679163563344
"402","Latvia","Europe","Intimate partner or family member","Male",2021,0
"403","Morocco","Africa","Intimate partner or family member","Male",2021,0.112506049209182
"404","Mexico","Americas","Intimate partner or family member","Male",2021,0.0404163609438404
"405","North Macedonia","Europe","Intimate partner or family member","Male",2021,0.190712856048983
"406","Malta","Europe","Intimate partner or family member","Male",2021,0
"407","Montenegro","Europe","Intimate partner or family member","Male",2021,0
"408","Mongolia","Asia","Intimate partner or family member","Male",2021,1.56488682858832
"409","Netherlands (Kingdom of the)","Europe","Intimate partner or family member","Male",2021,0.0574944009077676
"410","Oman","Asia","Intimate partner or family member","Male",2021,0.0724173790122849
"411","Panama","Americas","Intimate partner or family member","Male",2021,0
"412","Peru","Americas","Intimate partner or family member","Male",2021,0.0419284449159065
"413","Qatar","Asia","Intimate partner or family member","Male",2021,0
"414","Russian Federation","Europe","Intimate partner or family member","Male",2021,0.965980582543864
"415","El Salvador","Americas","Intimate partner or family member","Male",2021,0
"416","Suriname","Americas","Intimate partner or family member","Male",2021,0.327453362454852
"417","Slovakia","Europe","Intimate partner or family member","Male",2021,0.26316927235576
"418","Slovenia","Europe","Intimate partner or family member","Male",2021,0
"419","Sweden","Europe","Intimate partner or family member","Male",2021,0.0758651375795304
"420","Eswatini","Africa","Intimate partner or family member","Male",2021,1.01380378334675
"421","Uruguay","Americas","Intimate partner or family member","Male",2021,0.241037618741157
"422","United States of America","Americas","Intimate partner or family member","Male",2021,0.69430628448715
"423","Saint Vincent and the Grenadines","Americas","Intimate partner or family member","Male",2021,0
"424","Zimbabwe","Africa","Intimate partner or family member","Male",2021,0.29163442670173
"425","Argentina","Americas","Intimate partner or family member","Male",2022,0.150905765252678
"426","Antigua and Barbuda","Americas","Intimate partner or family member","Male",2022,0
"427","Bahamas","Americas","Intimate partner or family member","Male",2022,1.02135917372043
"428","Bosnia and Herzegovina","Europe","Intimate partner or family member","Male",2022,0.0628214100391126
"429","Belize","Americas","Intimate partner or family member","Male",2022,0
"430","Bolivia (Plurinational State of)","Americas","Intimate partner or family member","Male",2022,0.0163228969355148
"431","Canada","Americas","Intimate partner or family member","Male",2022,0.0941899627879004
"432","Switzerland","Europe","Intimate partner or family member","Male",2022,0.0230391654292715
"433","Chile","Americas","Intimate partner or family member","Male",2022,0
"434","Colombia","Americas","Intimate partner or family member","Male",2022,0
"435","Czechia","Europe","Intimate partner or family member","Male",2022,0.0967216767979399
"436","Germany","Europe","Intimate partner or family member","Male",2022,0.0510498002469935
"437","Dominica","Americas","Intimate partner or family member","Male",2022,2.76541024861038
"438","Dominican Republic","Americas","Intimate partner or family member","Male",2022,0.337222544605003
"439","Algeria","Africa","Intimate partner or family member","Male",2022,0.0306181754957274
"440","Ecuador","Americas","Intimate partner or family member","Male",2022,0.189212610642074
"441","Spain","Europe","Intimate partner or family member","Male",2022,0.0214508846387727
"442","France","Europe","Intimate partner or family member","Male",2022,0.0736447913512582
"443","United Kingdom (Northern Ireland)","Europe","Intimate partner or family member","Male",2022,0.319166931752535
"444","Greece","Europe","Intimate partner or family member","Male",2022,0.0393515107143342
"445","Grenada","Americas","Intimate partner or family member","Male",2022,0
"446","Guyana","Americas","Intimate partner or family member","Male",2022,0.252536731467592
"447","China, Hong Kong Special Administrative Region","Asia","Intimate partner or family member","Male",2022,0
"448","Honduras","Americas","Intimate partner or family member","Male",2022,0.0189848641272259
"449","Croatia","Europe","Intimate partner or family member","Male",2022,0
"450","Hungary","Europe","Intimate partner or family member","Male",2022,0.104485619905346
"451","Ireland","Europe","Intimate partner or family member","Male",2022,0
"452","Iceland","Europe","Intimate partner or family member","Male",2022,0
"453","Italy","Europe","Intimate partner or family member","Male",2022,0.0243149476262107
"454","Jamaica","Americas","Intimate partner or family member","Male",2022,0.356537126032665
"455","Jordan","Asia","Intimate partner or family member","Male",2022,0
"456","Saint Kitts and Nevis","Americas","Intimate partner or family member","Male",2022,4.34574768588936
"457","Saint Lucia","Americas","Intimate partner or family member","Male",2022,0
"458","Lithuania","Europe","Intimate partner or family member","Male",2022,0.0774197843936424
"459","Latvia","Europe","Intimate partner or family member","Male",2022,0
"460","Morocco","Africa","Intimate partner or family member","Male",2022,0.100783095258909
"461","Mexico","Americas","Intimate partner or family member","Male",2022,0.0337647967891029
"462","North Macedonia","Europe","Intimate partner or family member","Male",2022,0.191658081981745
"463","Malta","Europe","Intimate partner or family member","Male",2022,0
"464","Montenegro","Europe","Intimate partner or family member","Male",2022,0
"465","Mauritius","Africa","Intimate partner or family member","Male",2022,0
"466","Netherlands (Kingdom of the)","Europe","Intimate partner or family member","Male",2022,0.0229101910772939
"467","Panama","Americas","Intimate partner or family member","Male",2022,0.498999619172563
"468","El Salvador","Americas","Intimate partner or family member","Male",2022,0
"469","Suriname","Americas","Intimate partner or family member","Male",2022,1.30028443722064
"470","Slovakia","Europe","Intimate partner or family member","Male",2022,0.145056799709741
"471","Slovenia","Europe","Intimate partner or family member","Male",2022,0.187685133789002
"472","Sweden","Europe","Intimate partner or family member","Male",2022,0
"473","Uruguay","Americas","Intimate partner or family member","Male",2022,0.361800609272226
"474","United States of America","Americas","Intimate partner or family member","Male",2022,0.63831196747808
"475","Saint Vincent and the Grenadines","Americas","Intimate partner or family member","Male",2022,0
"476","Albania","Europe","Intimate partner or family member","Female",2015,0.626436017565266
"477","Andorra","Europe","Intimate partner or family member","Female",2015,0
"478","Argentina","Americas","Intimate partner or family member","Female",2015,0.54907984513203
"479","Armenia","Asia","Intimate partner or family member","Female",2015,0.191636350860607
"480","Bahamas","Americas","Intimate partner or family member","Female",2015,1.9622896977338
"481","Bosnia and Herzegovina","Europe","Intimate partner or family member","Female",2015,0.389017048394277
"482","Belarus","Europe","Intimate partner or family member","Female",2015,0.594342245271624
"483","Belize","Americas","Intimate partner or family member","Female",2015,2.23581723312028
"484","Bermuda","Americas","Intimate partner or family member","Female",2015,0
"485","Barbados","Americas","Intimate partner or family member","Female",2015,0
"486","Canada","Americas","Intimate partner or family member","Female",2015,0.405482681306998
"487","Switzerland","Europe","Intimate partner or family member","Female",2015,0.358487355433999
"488","Chile","Americas","Intimate partner or family member","Female",2015,0.410920444025083
"489","Colombia","Americas","Intimate partner or family member","Female",2015,0.377400344818115
"490","Costa Rica","Americas","Intimate partner or family member","Female",2015,0.0819614019169952
